país,data início,data fim,dias,semana,total mortes reportadas,total mortes reportadas por covid,populacao,mortes_covid_100000hab,total mortes reportadas 100000hab
Peru,2020-07-13,2020-07-19,7,29,6763,4901,33359415,"14,69150463","20,27313728"
Peru,2020-07-20,2020-07-26,7,30,6778,3480,33359415,"10,43183761","20,3181021"
Peru,2020-07-27,2020-08-02,7,31,6918,4376,33359415,"13,11773603","20,73777373"
Peru,2020-08-03,2020-08-09,7,32,7120,4433,33359415,"13,28860233","21,34329993"
Peru,2020-08-10,2020-08-16,7,33,6717,4322,33359415,"12,95586269","20,13524518"
Peru,2020-08-17,2020-08-23,7,34,6128,3786,33359415,"11,34911988","18,36962669"
Peru,2020-08-24,2020-08-30,7,35,5578,3401,33359415,"10,1950229","16,72091672"
Peru,2020-08-31,2020-09-06,7,36,4730,2674,33359415,"8,015728094","14,17890572"
Peru,2020-09-07,2020-09-13,7,37,4275,2214,33359415,"6,63680703","12,81497292"
Peru,2020-09-14,2020-09-20,7,38,3885,1889,33359415,"5,662569323","11,64588768"
Peru,2020-09-21,2020-09-27,7,39,3483,1591,33359415,"4,769268286","10,44083057"
Peru,2020-09-28,2020-10-04,7,40,3235,1213,33359415,"3,636154891","9,69741226"
Peru,2020-10-05,2020-10-11,7,41,3147,1170,33359415,"3,507255748","9,433618665"
Peru,2020-10-12,2020-10-18,7,42,3001,978,33359415,"2,931706087","8,99596111"
Peru,2020-10-19,2020-10-25,7,43,2961,860,33359415,"2,577982857","8,876054931"
Peru,2020-10-26,2020-11-01,7,44,2794,772,33359415,"2,314189263","8,375446632"
Peru,2020-11-02,2020-11-08,7,45,2861,739,33359415,"2,215266665","8,576289482"
Peru,2020-11-09,2020-11-15,7,46,2850,730,33359415,"2,188287774","8,543315283"
Peru,2020-11-16,2020-11-22,7,47,2755,646,33359415,"1,936484797","8,258538107"
Peru,2020-11-23,2020-11-29,7,48,2635,661,33359415,"1,981449615","7,898819569"
Peru,2020-11-30,2020-12-06,7,49,2800,686,33359415,"2,056390977","8,393432559"
Peru,2020-12-07,2020-12-13,7,50,2964,747,33359415,"2,2392479","8,885047894"
Peru,2020-12-14,2020-12-20,7,51,3151,816,33359415,"2,44608606","9,445609283"
Peru,2020-12-21,2020-12-27,7,52,3253,880,33359415,"2,637935947","9,751370041"
Peru,2020-12-28,2021-01-03,7,53,3502,1082,33359415,"3,243462153","10,49778601"
Peru,2021-01-04,2021-01-10,7,1,3985,1401,33359415,"4,199713934","11,94565312"
Peru,2021-01-11,2021-01-17,7,2,4638,2027,33359415,"6,076245642","13,9031215"
Peru,2021-01-18,2021-01-24,7,3,5704,2907,33359415,"8,714181589","17,09862118"
Peru,2021-01-25,2021-01-31,7,4,6707,3900,33359415,"11,69085249","20,10526863"
Peru,2021-02-01,2021-02-07,7,5,7021,4052,33359415,"12,14649597","21,04653214"
Peru,2021-02-08,2021-02-14,7,6,7687,4761,33359415,"14,271833","23,04297003"
Peru,2021-02-15,2021-02-21,7,7,7711,5122,33359415,"15,35398627","23,11491374"
Peru,2021-02-22,2021-02-28,7,8,7393,4757,33359415,"14,25984239","22,16165961"
Peru,2021-03-01,2021-03-07,7,9,7500,4737,33359415,"14,1998893","22,48240864"
Peru,2021-03-08,2021-03-14,7,10,7379,4296,33359415,"12,87792367","22,11969245"
Peru,2021-03-15,2021-03-21,7,11,7427,4741,33359415,"14,21187991","22,26357986"
Peru,2021-03-22,2021-03-28,7,12,7570,4994,33359415,"14,9702865","22,69224445"
Peru,2021-03-29,2021-04-04,7,13,7900,5157,33359415,"15,45890418","23,68147043"
Peru,2021-04-05,2021-04-11,7,14,8468,5460,33359415,"16,36719349","25,38413818"
Peru,2021-04-12,2021-04-18,7,15,8426,5356,33359415,"16,05543742","25,25823669"
Peru,2021-04-19,2021-04-25,7,16,8246,5963,33359415,"17,8750137","24,71865889"
Peru,2021-04-26,2021-05-02,7,17,7695,4914,33359415,"14,73047414","23,06695126"
Peru,2021-05-03,2021-05-09,7,18,7171,4983,33359415,"14,9373123","21,49618031"
Peru,2021-05-10,2021-05-16,7,19,6533,4093,33359415,"12,26939981","19,58367675"
Peru,2021-05-17,2021-05-23,7,20,6053,3409,33359415,"10,21900414","18,1448026"
Peru,2021-05-24,2021-05-30,7,21,5629,2786,33359415,"8,351465396","16,8737971"
Peru,2021-05-31,2021-06-06,7,22,5291,2682,33359415,"8,039709329","15,86058988"
Peru,2021-06-07,2021-06-13,7,23,4726,2635,33359415,"7,898819569","14,1669151"
Peru,2021-06-14,2021-06-20,7,24,4333,1494,33359415,"4,478495801","12,98883688"
Peru,2021-06-21,2021-06-27,7,25,4024,1382,33359415,"4,142758499","12,06256165"
Peru,2021-06-28,2021-07-04,7,26,3816,1646,33359415,"4,934139283","11,43904952"
Peru,2021-07-05,2021-07-11,7,27,3599,1157,33359415,"3,468286239","10,78855849"
Peru,2021-07-12,2021-07-18,7,28,3333,759,33359415,"2,275219754","9,991182399"
Peru,2021-07-19,2021-07-25,7,29,3250,744,33359415,"2,230254937","9,742377077"
Peru,2021-07-26,2021-08-01,7,30,3164,548,33359415,"1,642714658","9,484578791"
Peru,2021-08-02,2021-08-08,7,31,3062,512,33359415,"1,534799096","9,178818034"
Peru,2021-08-09,2021-08-15,7,32,3112,443,33359415,"1,327960937","9,328700758"
Peru,2021-08-16,2021-08-22,7,33,2936,486,33359415,"1,45686008","8,801113569"
Peru,2021-08-23,2021-08-29,7,34,3107,236,33359415,"0,7074464585","9,313712486"
Peru,2021-08-30,2021-09-05,7,35,2983,373,33359415,"1,118125123","8,942003329"
Peru,2021-09-06,2021-09-12,7,36,2887,276,33359415,"0,8273526379","8,654228499"
Peru,2021-09-13,2021-09-19,7,37,2890,302,33359415,"0,9052916545","8,663221462"
Peru,2021-09-20,2021-09-26,7,38,2945,226,33359415,"0,6774699137","8,828092459"
Peru,2021-09-27,2021-10-03,7,39,2875,193,33359415,"0,5785473157","8,618256645"
Peru,2021-10-04,2021-10-10,7,40,2951,190,33359415,"0,5695543522","8,846078386"
Peru,2021-10-11,2021-10-17,7,41,2855,168,33359415,"0,5036059535","8,558303555"
Peru,2021-10-18,2021-10-24,7,42,2831,209,33359415,"0,6265097874","8,486359848"
Peru,2021-10-25,2021-10-31,7,43,2754,194,33359415,"0,5815449701","8,255540452"
Peru,2021-11-01,2021-11-07,7,44,2834,184,19212362,"0,9577167034","14,75091923"
Chile,2016-01-04,2016-01-10,7,1,1884,0,19212362,0,"9,806186246"
Chile,2016-01-11,2016-01-17,7,2,1885,0,19212362,0,"9,811391228"
Chile,2016-01-18,2016-01-24,7,3,1916,0,19212362,0,"9,972745673"
Chile,2016-01-25,2016-01-31,7,4,1837,0,19212362,0,"9,561552088"
Chile,2016-02-01,2016-02-07,7,5,1912,0,19212362,0,"9,951925744"
Chile,2016-02-08,2016-02-14,7,6,1718,0,19212362,0,"8,94215922"
Chile,2016-02-15,2016-02-21,7,7,1760,0,19212362,0,"9,160768468"
Chile,2016-02-22,2016-02-28,7,8,1813,0,19212362,0,"9,436632518"
Chile,2016-02-29,2016-03-06,7,9,1756,0,19212362,0,"9,139948539"
Chile,2016-03-07,2016-03-13,7,10,1753,0,19212362,0,"9,124333593"
Chile,2016-03-14,2016-03-20,7,11,1771,0,19212362,0,"9,218023271"
Chile,2016-03-21,2016-03-27,7,12,1758,0,19212362,0,"9,150358504"
Chile,2016-03-28,2016-04-03,7,13,1757,0,19212362,0,"9,145153521"
Chile,2016-04-04,2016-04-10,7,14,1789,0,19212362,0,"9,311712948"
Chile,2016-04-11,2016-04-17,7,15,1945,0,19212362,0,"10,12369015"
Chile,2016-04-18,2016-04-24,7,16,1889,0,19212362,0,"9,832211157"
Chile,2016-04-25,2016-05-01,7,17,2018,0,19212362,0,"10,50365385"
Chile,2016-05-02,2016-05-08,7,18,1882,0,19212362,0,"9,795776282"
Chile,2016-05-09,2016-05-15,7,19,1965,0,19212362,0,"10,22778979"
Chile,2016-05-16,2016-05-22,7,20,1953,0,19212362,0,"10,16533001"
Chile,2016-05-23,2016-05-29,7,21,2044,0,19212362,0,"10,63898338"
Chile,2016-05-30,2016-06-05,7,22,2021,0,19212362,0,"10,51926879"
Chile,2016-06-06,2016-06-12,7,23,2175,0,19212362,0,"11,32083603"
Chile,2016-06-13,2016-06-19,7,24,2161,0,19212362,0,"11,24796628"
Chile,2016-06-20,2016-06-26,7,25,2339,0,19212362,0,"12,17445309"
Chile,2016-06-27,2016-07-03,7,26,2375,0,19212362,0,"12,36183245"
Chile,2016-07-04,2016-07-10,7,27,2381,0,19212362,0,"12,39306234"
Chile,2016-07-11,2016-07-17,7,28,2483,0,19212362,0,"12,92397051"
Chile,2016-07-18,2016-07-24,7,29,2526,0,19212362,0,"13,14778474"
Chile,2016-07-25,2016-07-31,7,30,2301,0,19212362,0,"11,97666378"
Chile,2016-08-01,2016-08-07,7,31,2232,0,19212362,0,"11,61752001"
Chile,2016-08-08,2016-08-14,7,32,2201,0,19212362,0,"11,45616557"
Chile,2016-08-15,2016-08-21,7,33,2203,0,19212362,0,"11,46657553"
Chile,2016-08-22,2016-08-28,7,34,2144,0,19212362,0,"11,15948159"
Chile,2016-08-29,2016-09-04,7,35,2115,0,19212362,0,"11,00853711"
Chile,2016-09-05,2016-09-11,7,36,2328,0,19212362,0,"12,11719829"
Chile,2016-09-12,2016-09-18,7,37,2086,0,19212362,0,"10,85759263"
Chile,2016-09-19,2016-09-25,7,38,2156,0,19212362,0,"11,22194137"
Chile,2016-09-26,2016-10-02,7,39,2072,0,19212362,0,"10,78472288"
Chile,2016-10-03,2016-10-09,7,40,1968,0,19212362,0,"10,24340474"
Chile,2016-10-10,2016-10-16,7,41,1926,0,19212362,0,"10,02479549"
Chile,2016-10-17,2016-10-23,7,42,1891,0,19212362,0,"9,842621121"
Chile,2016-10-24,2016-10-30,7,43,1906,0,19212362,0,"9,920695852"
Chile,2016-10-31,2016-11-06,7,44,1954,0,19212362,0,"10,17053499"
Chile,2016-11-07,2016-11-13,7,45,1810,0,19212362,0,"9,421017572"
Chile,2016-11-14,2016-11-20,7,46,1808,0,19212362,0,"9,410607608"
Chile,2016-11-21,2016-11-27,7,47,1838,0,19212362,0,"9,56675707"
Chile,2016-11-28,2016-12-04,7,48,1829,0,19212362,0,"9,519912232"
Chile,2016-12-05,2016-12-11,7,49,1809,0,19212362,0,"9,41581259"
Chile,2016-12-12,2016-12-18,7,50,1863,0,19212362,0,"9,696881622"
Chile,2016-12-19,2016-12-25,7,51,1827,0,19212362,0,"9,509502267"
Chile,2016-12-26,2017-01-01,7,52,1642,0,19212362,0,"8,546580582"
Chile,2017-01-02,2017-01-08,7,1,1878,0,19212362,0,"9,774956354"
Chile,2017-01-09,2017-01-15,7,2,1868,0,19212362,0,"9,722906533"
Chile,2017-01-16,2017-01-22,7,3,2034,0,19212362,0,"10,58693356"
Chile,2017-01-23,2017-01-29,7,4,2082,0,19212362,0,"10,8367727"
Chile,2017-01-30,2017-02-05,7,5,1891,0,19212362,0,"9,842621121"
Chile,2017-02-06,2017-02-12,7,6,1788,0,19212362,0,"9,306507966"
Chile,2017-02-13,2017-02-19,7,7,1813,0,19212362,0,"9,436632518"
Chile,2017-02-20,2017-02-26,7,8,1969,0,19212362,0,"10,24860972"
Chile,2017-02-27,2017-03-05,7,9,1730,0,19212362,0,"9,004619005"
Chile,2017-03-06,2017-03-12,7,10,1739,0,19212362,0,"9,051463844"
Chile,2017-03-13,2017-03-19,7,11,1754,0,19212362,0,"9,129538575"
Chile,2017-03-20,2017-03-26,7,12,1770,0,19212362,0,"9,212818289"
Chile,2017-03-27,2017-04-02,7,13,1800,0,19212362,0,"9,368967751"
Chile,2017-04-03,2017-04-09,7,14,1895,0,19212362,0,"9,863441049"
Chile,2017-04-10,2017-04-16,7,15,1949,0,19212362,0,"10,14451008"
Chile,2017-04-17,2017-04-23,7,16,1847,0,19212362,0,"9,613601909"
Chile,2017-04-24,2017-04-30,7,17,1970,0,19212362,0,"10,25381471"
Chile,2017-05-01,2017-05-07,7,18,1964,0,19212362,0,"10,22258481"
Chile,2017-05-08,2017-05-14,7,19,1921,0,19212362,0,"9,998770583"
Chile,2017-05-15,2017-05-21,7,20,2025,0,19212362,0,"10,54008872"
Chile,2017-05-22,2017-05-28,7,21,2210,0,19212362,0,"11,50301041"
Chile,2017-05-29,2017-06-04,7,22,2334,0,19212362,0,"12,14842818"
Chile,2017-06-05,2017-06-11,7,23,2376,0,19212362,0,"12,36703743"
Chile,2017-06-12,2017-06-18,7,24,2640,0,19212362,0,"13,7411527"
Chile,2017-06-19,2017-06-25,7,25,2639,0,19212362,0,"13,73594772"
Chile,2017-06-26,2017-07-02,7,26,2525,0,19212362,0,"13,14257976"
Chile,2017-07-03,2017-07-09,7,27,2387,0,19212362,0,"12,42429223"
Chile,2017-07-10,2017-07-16,7,28,2308,0,19212362,0,"12,01309865"
Chile,2017-07-17,2017-07-23,7,29,2419,0,19212362,0,"12,59085166"
Chile,2017-07-24,2017-07-30,7,30,2339,0,19212362,0,"12,17445309"
Chile,2017-07-31,2017-08-06,7,31,2289,0,19212362,0,"11,91420399"
Chile,2017-08-07,2017-08-13,7,32,2197,0,19212362,0,"11,43534564"
Chile,2017-08-14,2017-08-20,7,33,2175,0,19212362,0,"11,32083603"
Chile,2017-08-21,2017-08-27,7,34,2121,0,19212362,0,"11,039767"
Chile,2017-08-28,2017-09-03,7,35,2146,0,19212362,0,"11,16989155"
Chile,2017-09-04,2017-09-10,7,36,2106,0,19212362,0,"10,96169227"
Chile,2017-09-11,2017-09-17,7,37,2181,0,19212362,0,"11,35206593"
Chile,2017-09-18,2017-09-24,7,38,2258,0,19212362,0,"11,75284955"
Chile,2017-09-25,2017-10-01,7,39,2102,0,19212362,0,"10,94087234"
Chile,2017-10-02,2017-10-08,7,40,2088,0,19212362,0,"10,86800259"
Chile,2017-10-09,2017-10-15,7,41,1987,0,19212362,0,"10,3422994"
Chile,2017-10-16,2017-10-22,7,42,1965,0,19212362,0,"10,22778979"
Chile,2017-10-23,2017-10-29,7,43,1871,0,19212362,0,"9,738521479"
Chile,2017-10-30,2017-11-05,7,44,1836,0,19212362,0,"9,556347106"
Chile,2017-11-06,2017-11-12,7,45,1977,0,19212362,0,"10,29024958"
Chile,2017-11-13,2017-11-19,7,46,1826,0,19212362,0,"9,504297285"
Chile,2017-11-20,2017-11-26,7,47,1936,0,19212362,0,"10,07684531"
Chile,2017-11-27,2017-12-03,7,48,1852,0,19212362,0,"9,639626819"
Chile,2017-12-04,2017-12-10,7,49,1862,0,19212362,0,"9,69167664"
Chile,2017-12-11,2017-12-17,7,50,1895,0,19212362,0,"9,863441049"
Chile,2017-12-18,2017-12-24,7,51,1804,0,19212362,0,"9,389787679"
Chile,2017-12-25,2017-12-31,7,52,1707,0,19212362,0,"8,884904417"
Chile,2018-01-01,2018-01-07,7,1,1946,0,19212362,0,"10,12889514"
Chile,2018-01-08,2018-01-14,7,2,1804,0,19212362,0,"9,389787679"
Chile,2018-01-15,2018-01-21,7,3,1804,0,19212362,0,"9,389787679"
Chile,2018-01-22,2018-01-28,7,4,1776,0,19212362,0,"9,244048181"
Chile,2018-01-29,2018-02-04,7,5,1895,0,19212362,0,"9,863441049"
Chile,2018-02-05,2018-02-11,7,6,1817,0,19212362,0,"9,457452447"
Chile,2018-02-12,2018-02-18,7,7,1885,0,19212362,0,"9,811391228"
Chile,2018-02-19,2018-02-25,7,8,1809,0,19212362,0,"9,41581259"
Chile,2018-02-26,2018-03-04,7,9,1782,0,19212362,0,"9,275278074"
Chile,2018-03-05,2018-03-11,7,10,1870,0,19212362,0,"9,733316497"
Chile,2018-03-12,2018-03-18,7,11,1789,0,19212362,0,"9,311712948"
Chile,2018-03-19,2018-03-25,7,12,1819,0,19212362,0,"9,467862411"
Chile,2018-03-26,2018-04-01,7,13,1961,0,19212362,0,"10,20696987"
Chile,2018-04-02,2018-04-08,7,14,1903,0,19212362,0,"9,905080906"
Chile,2018-04-09,2018-04-15,7,15,1939,0,19212362,0,"10,09246026"
Chile,2018-04-16,2018-04-22,7,16,1920,0,19212362,0,"9,993565601"
Chile,2018-04-23,2018-04-29,7,17,1917,0,19212362,0,"9,977950655"
Chile,2018-04-30,2018-05-06,7,18,1976,0,19212362,0,"10,2850446"
Chile,2018-05-07,2018-05-13,7,19,1864,0,19212362,0,"9,702086604"
Chile,2018-05-14,2018-05-20,7,20,2024,0,19212362,0,"10,53488374"
Chile,2018-05-21,2018-05-27,7,21,2088,0,19212362,0,"10,86800259"
Chile,2018-05-28,2018-06-03,7,22,2123,0,19212362,0,"11,05017696"
Chile,2018-06-04,2018-06-10,7,23,2368,0,19212362,0,"12,32539757"
Chile,2018-06-11,2018-06-17,7,24,2431,0,19212362,0,"12,65331145"
Chile,2018-06-18,2018-06-24,7,25,2247,0,19212362,0,"11,69559474"
Chile,2018-06-25,2018-07-01,7,26,2359,0,19212362,0,"12,27855274"
Chile,2018-07-02,2018-07-08,7,27,2334,0,19212362,0,"12,14842818"
Chile,2018-07-09,2018-07-15,7,28,2276,0,19212362,0,"11,84653922"
Chile,2018-07-16,2018-07-22,7,29,2334,0,19212362,0,"12,14842818"
Chile,2018-07-23,2018-07-29,7,30,2496,0,19212362,0,"12,99163528"
Chile,2018-07-30,2018-08-05,7,31,2514,0,19212362,0,"13,08532496"
Chile,2018-08-06,2018-08-12,7,32,2448,0,19212362,0,"12,74179614"
Chile,2018-08-13,2018-08-19,7,33,2306,0,19212362,0,"12,00268869"
Chile,2018-08-20,2018-08-26,7,34,2388,0,19212362,0,"12,42949722"
Chile,2018-08-27,2018-09-02,7,35,2178,0,19212362,0,"11,33645098"
Chile,2018-09-03,2018-09-09,7,36,2238,0,19212362,0,"11,6487499"
Chile,2018-09-10,2018-09-16,7,37,2140,0,19212362,0,"11,13866166"
Chile,2018-09-17,2018-09-23,7,38,2217,0,19212362,0,"11,53944528"
Chile,2018-09-24,2018-09-30,7,39,2046,0,19212362,0,"10,64939334"
Chile,2018-10-01,2018-10-07,7,40,2058,0,19212362,0,"10,71185313"
Chile,2018-10-08,2018-10-14,7,41,1986,0,19212362,0,"10,33709442"
Chile,2018-10-15,2018-10-21,7,42,2002,0,19212362,0,"10,42037413"
Chile,2018-10-22,2018-10-28,7,43,2030,0,19212362,0,"10,56611363"
Chile,2018-10-29,2018-11-04,7,44,1940,0,19212362,0,"10,09766524"
Chile,2018-11-05,2018-11-11,7,45,1960,0,19212362,0,"10,20176488"
Chile,2018-11-12,2018-11-18,7,46,1945,0,19212362,0,"10,12369015"
Chile,2018-11-19,2018-11-25,7,47,1992,0,19212362,0,"10,36832431"
Chile,2018-11-26,2018-12-02,7,48,1924,0,19212362,0,"10,01438553"
Chile,2018-12-03,2018-12-09,7,49,1852,0,19212362,0,"9,639626819"
Chile,2018-12-10,2018-12-16,7,50,1910,0,19212362,0,"9,94151578"
Chile,2018-12-17,2018-12-23,7,51,1941,0,19212362,0,"10,10287022"
Chile,2018-12-24,2018-12-30,7,52,1887,0,19212362,0,"9,821801192"
Chile,2018-12-31,2019-01-06,7,1,2020,0,19212362,0,"10,51406381"
Chile,2019-01-07,2019-01-13,7,2,1818,0,19212362,0,"9,462657429"
Chile,2019-01-14,2019-01-20,7,3,1819,0,19212362,0,"9,467862411"
Chile,2019-01-21,2019-01-27,7,4,1945,0,19212362,0,"10,12369015"
Chile,2019-01-28,2019-02-03,7,5,1961,0,19212362,0,"10,20696987"
Chile,2019-02-04,2019-02-10,7,6,2023,0,19212362,0,"10,52967876"
Chile,2019-02-11,2019-02-17,7,7,1875,0,19212362,0,"9,759341407"
Chile,2019-02-18,2019-02-24,7,8,1931,0,19212362,0,"10,0508204"
Chile,2019-02-25,2019-03-03,7,9,1862,0,19212362,0,"9,69167664"
Chile,2019-03-04,2019-03-10,7,10,1795,0,19212362,0,"9,342942841"
Chile,2019-03-11,2019-03-17,7,11,1867,0,19212362,0,"9,717701551"
Chile,2019-03-18,2019-03-24,7,12,1877,0,19212362,0,"9,769751372"
Chile,2019-03-25,2019-03-31,7,13,1848,0,19212362,0,"9,618806891"
Chile,2019-04-01,2019-04-07,7,14,1959,0,19212362,0,"10,1965599"
Chile,2019-04-08,2019-04-14,7,15,1973,0,19212362,0,"10,26942965"
Chile,2019-04-15,2019-04-21,7,16,1980,0,19212362,0,"10,30586453"
Chile,2019-04-22,2019-04-28,7,17,2033,0,19212362,0,"10,58172858"
Chile,2019-04-29,2019-05-05,7,18,2095,0,19212362,0,"10,90443747"
Chile,2019-05-06,2019-05-12,7,19,2072,0,19212362,0,"10,78472288"
Chile,2019-05-13,2019-05-19,7,20,2147,0,19212362,0,"11,17509653"
Chile,2019-05-20,2019-05-26,7,21,2364,0,19212362,0,"12,30457765"
Chile,2019-05-27,2019-06-02,7,22,2354,0,19212362,0,"12,25252783"
Chile,2019-06-03,2019-06-09,7,23,2324,0,19212362,0,"12,09637836"
Chile,2019-06-10,2019-06-16,7,24,2429,0,19212362,0,"12,64290148"
Chile,2019-06-17,2019-06-23,7,25,2477,0,19212362,0,"12,89274062"
Chile,2019-06-24,2019-06-30,7,26,2504,0,19212362,0,"13,03327514"
Chile,2019-07-01,2019-07-07,7,27,2458,0,19212362,0,"12,79384596"
Chile,2019-07-08,2019-07-14,7,28,2376,0,19212362,0,"12,36703743"
Chile,2019-07-15,2019-07-21,7,29,2420,0,19212362,0,"12,59605664"
Chile,2019-07-22,2019-07-28,7,30,2343,0,19212362,0,"12,19527302"
Chile,2019-07-29,2019-08-04,7,31,2341,0,19212362,0,"12,18486306"
Chile,2019-08-05,2019-08-11,7,32,2265,0,19212362,0,"11,78928442"
Chile,2019-08-12,2019-08-18,7,33,2296,0,19212362,0,"11,95063886"
Chile,2019-08-19,2019-08-25,7,34,2239,0,19212362,0,"11,65395489"
Chile,2019-08-26,2019-09-01,7,35,2181,0,19212362,0,"11,35206593"
Chile,2019-09-02,2019-09-08,7,36,2181,0,19212362,0,"11,35206593"
Chile,2019-09-09,2019-09-15,7,37,2210,0,19212362,0,"11,50301041"
Chile,2019-09-16,2019-09-22,7,38,2224,0,19212362,0,"11,57588015"
Chile,2019-09-23,2019-09-29,7,39,2270,0,19212362,0,"11,81530933"
Chile,2019-09-30,2019-10-06,7,40,2163,0,19212362,0,"11,25837625"
Chile,2019-10-07,2019-10-13,7,41,2123,0,19212362,0,"11,05017696"
Chile,2019-10-14,2019-10-20,7,42,2067,0,19212362,0,"10,75869797"
Chile,2019-10-21,2019-10-27,7,43,2025,0,19212362,0,"10,54008872"
Chile,2019-10-28,2019-11-03,7,44,2038,0,19212362,0,"10,60775349"
Chile,2019-11-04,2019-11-10,7,45,2039,0,19212362,0,"10,61295847"
Chile,2019-11-11,2019-11-17,7,46,2013,0,19212362,0,"10,47762893"
Chile,2019-11-18,2019-11-24,7,47,2003,0,19212362,0,"10,42557911"
Chile,2019-11-25,2019-12-01,7,48,1978,0,19212362,0,"10,29545456"
Chile,2019-12-02,2019-12-08,7,49,1878,0,19212362,0,"9,774956354"
